n00004475	有机体,存在
n01601068	缎蓝园丁鸟,缎的鸟,缎蓝园丁鸟
n01601410	大园丁鸟,chlamydera蛇
n01601694	河鸟,北斗七星
n01602080	欧洲河鸟,cinclus水生
n01602209	美洲河鸟,美国浸染工
n01602630	绿鹃
n01602832	红眼莺雀,绿鹃橄榄色
n01603000	绿鹃,绿鹃孤
n01603152	蓝头绿鹃,绿鹃孤束核
n01603600	太平鸟
n01603812	雪松太平鸟,雪松太平鸟,bombycilla cedrorun
n01603953	薄赫绵太平鸟,太平鸟
n01604330	猛禽,猛禽,猛禽
n01604968	鹰形目,以鹰形目
n01605630	鹰
n01606097	雏鹰
n01606177	雄鹰,雄鹰,雄鹰
n01606522	苍鹰,苍鹰
n01606672	雀鹰,雀鹰
n01606809	Cooper的鹰,蓝镖,鸡鹰
n01606978	鸡鹰,母鸡的鹰
n01607309	buteonine
n01607429	红尾,红尾鹰,红尾鵟
n01607600	粗腿的鹰,roughleg,毛脚鵟
n01607812	赤肩,赤肩鵟
n01607962	秃鹫,普通鵟
n01608265	蜂鹰,蜂鹰
n01608432	风筝
n01608814	黑色的风筝,老鷹
n01609062	燕尾鸢,燕子尾鹰,燕尾鸢
n01609391	白尾鸢,白尾鸢
n01609751	鹞
n01609956	白头鹞,白头鹞
n01610100	孟塔古的鹞,乌灰鹞
n01610226	沼泽鹰,白尾鹞,鸱,白尾鹞
n01610552	鹞鹰,短趾雕
n01610955	猎鹰
n01611472	游隼,游隼,游隼
n01611674	猎鹰的温柔,猎鹰gentil
n01611800	矛隼,海东青,矛隼
n01611969	红隼,红隼
n01612122	雀鹰,美洲隼,红隼,美洲红隼
n01612275	鸽鹰,梅林,灰背隼
n01612476	爱好,燕隼
n01612628	卡拉卡拉鹰
n01612955	奥杜邦的红肉,卡拉cheriway audubonii
n01613177	卡兰夏,凤头卡拉鹰
n01613294	鹰,鹰
n01613615	年轻的鸟
n01613807	小鹰
n01614038	鸟身女妖,角雕,角雕
n01614343	金鹰,金雕
n01614556	黄褐色的鹰,草原雕
n01614925	秃头鹰,美国鹰,白头海雕
n01615121	海雕
n01615303	勘察海雕,恒星海鹰,虎头海雕
n01615458	ERN,厄恩,灰色的海鹰,灰色的海鹰,欧洲的海雕,白尾鹰,haliatus albicilla
n01615703	渔鹰,白头leucorhyphus
n01616086	鱼鹰,鱼鹰,鱼的鹰,海雕,鱼鹰
n01616318	秃鹫
n01616551	aegypiidae,家庭Aegypiidae
n01616764	旧世界秃鹰
n01617095	兀鹫,狮鹫,西域兀鹫
n01617443	兀鹫,髭兀鹰,髭兀鹰,胡兀鹫
n01617766	埃及秃鹰,法老的鸡,埃及秃鹫
n01618082	黑秃鹫,秃鹫
n01618503	秘书鸟,鹭鹰
n01618922	新大陆秃鹫,cathartid
n01619310	秃鹫,土耳其秃鹫,红头美洲鹫,美洲鹫光环
n01619536	秃鹰
n01619835	安第斯秃鹰,康多兀鹫
n01620135	加利福尼亚秃鹰,加州神鹫
n01620414	黑秃鹫,吃腐肉的乌鸦,黑美洲鹫
n01620735	王鹫,sarcorhamphus爸爸
n01621127	猫头鹰,鸟米勒娃,夜晚的鸟,汽笛
n01621635	枭
n01622120	小猫头鹰,纵纹腹小鸮
n01622352	有角的猫头鹰
n01622483	大角猫头鹰,大雕鸮
n01622779	乌林鸮,大灰猫头鹰,乌林鸮
n01622959	黄褐色的猫头鹰,灰林鸮
n01623110	猫头鹰,横斑林鸮
n01623425	猫头鹰,鸮Asio
n01623615	猫头鹰
n01623706	角鸮
n01623880	斑点猫头鹰,西点林鸮
n01624115	旧世界的猫头鹰,红角鸮
n01624212	东方角鸮,东方角鸮
n01624305	猫头鹰的叫声
n01624537	鹰鸮,surnia ulula
n01624833	长耳猫头鹰,长耳鸮
n01625121	笑鸮,笑翠鸟,笑鸮
n01625562	谷仓猫头鹰,仓鸮
n01627424	两栖动物
n01628331	ichyostega
n01628770	urodele,尾
n01629276	蝾螈
n01629819	欧洲火蝾螈,火蝾螈
n01629962	斑点蝾螈,火蝾螈,斑点蝾螈
n01630148	高山蝾螈,山蝾螈
n01630284	纽特,Triton
n01630670	常见的蝾螈,Triturus寻常
n01630901	红色水蜥,Notophthalmus viridescens
n01631175	太平洋纽特
n01631354	皮肤粗糙的蝾螈,粗皮蝾螈
n01631512	加利福尼亚蝾螈,Taricha torosa
n01631663	EFT
n01632047	ambystomid,ambystomid蝾螈
n01632308	摩尔蝾螈,鼹钝口螈
n01632458	斑点蝾螈,斑点钝口螈
n01632601	虎蝾螈,虎纹钝口螈
n01632777	蝾螈,泥泥狗,钝口螈
n01632952	看门狗
n01633406	隐鳃鲵,泥泥狗,Cryptobranchus alleganiensis
n01633781	大鲵,进行大
n01634227	洞螈,洞螈
n01634522	泥泥狗,斑泥螈
n01635027	Dicamptodon,dicamptodontid
n01635176	陆巨螈,ensatus Dicamptodon
n01635480	奥运的蝾螈,急流螈属olympicus
n01636127	无肺蝾螈,无肺螈
n01636352	东方红背蝾螈,红背蝾螈
n01636510	西部红背蝾螈,无肺螈赋形剂
n01636829	灰蒙蒙的蝾螈
n01637112	登山的蝾螈
n01637338	树栖蜥蜴,Aneides lugubris
n01637615	细长的蝾螈,蠕虫蜥蜴
n01637932	蹼足蝾螈
n01638194	Shasta蝾螈,shastae Hydromantes
n01638329	石灰石的蝾螈,Hydromantes布鲁诺斯
n01638722	两栖鲵,刚果蛇,刚果的鳗鱼,盲鳗鱼
n01639187	警报器
n01639765	青蛙,蟾蜍,青蛙蟾蜍,无尾两栖类,无尾两栖类动物,无尾目动物
n01640846	真正的青蛙,蛙科动物
n01641206	林蛙,林蛙,林蛙
n01641391	豹蛙,春天的青蛙,蛙
n01641577	牛蛙,牛蛙
n01641739	绿色的青蛙,春天的青蛙,池蛙
n01641930	级联的青蛙,Rana cascadae
n01642097	巨蛙,蛙歌利亚
n01642257	美洲狗鱼蛙,蛙沼泽
n01642391	拉族青蛙,tarahumarae蛙
n01642539	草青蛙,Rana中国
n01642943	leptodactylid青蛙,leptodactylid
n01643255	强盗的青蛙
n01643507	青蛙叫声,强盗的青蛙,hylactophryne奥古斯蒂
n01643896	crapaud,南美牛蛙,五趾细趾蟾
n01644373	树蛙,树蛙
n01644900	尾蟾,铃蟾,肋的蟾蜍,尾蟾,Ascaphus翠
n01645466	liopelma鱿
n01645776	蟾蜍科
n01646292	蟾蜍
n01646388	阿瓜,阿瓜的蟾蜍,海蟾蜍
n01646555	欧洲蟾蜍,蟾蜍
n01646648	蟾蜍,蟾蜍calamita
n01646802	美国蟾蜍,Bufo美国
n01646902	欧亚绿蟾蜍,绿蟾蜍
n01647033	美国蟾蜍,蟾蜍柔弱
n01647180	优诗美地国家公园的蟾蜍,Bufo高级发声中枢
n01647303	德克萨斯蟾蜍,蟾蜍华美
n01647466	盘谷蟾蜍,Bufo microscaphus
n01647640	西部蟾蜍,蟾蜍
n01648139	产婆蟾,接生婆蟾蜍,产婆蟾
n01648356	接生婆蟾蜍,cisternasi产婆蟾
n01648620	火腹蟾蜍,铃蟾
n01649170	锄足蟾,锄足蟾
n01649412	西方的锄足蟾,北美锄足蟾hammondii
n01649556	南蟾,北美锄足蟾multiplicatus
n01649726	平原锄足蟾,Scaphiopus bombifrons
n01650167	蟾蜍,树蛙,树蛙
n01650690	春天偷窥,雨蛙属十字花科
n01650901	太平洋树蛙,雨蛙regilla
n01651059	峡谷树蛙,雨蛙arenicolor
n01651285	变色树蛙
n01651487	蟋蟀青蛙
n01651641	北蝗蛙,ACRIS crepitans
n01651778	东部的蟋蟀青蛙,蟋蟀雨蛙
n01652026	青蛙大合唱
n01652297	低地穴居的树蛙,北盔为首的青蛙,pternohyla fodiens
n01653026	西部窄嘴蟾蜍,Gastrophryne橄榄蚶
n01653223	东方狭嘴蟾蜍,Gastrophryne研究
n01653509	羊蛙
n01653773	沉默的青蛙
n01654083	Surinam蟾蜍,琵琶,负子蟾
n01654637	非洲爪蟾,非洲爪蟾
n01654863	南美毒蟾蜍
n01655344	蚓螈,无脚蜥蜴
n01661091	爬行动物,爬虫类
n01661592	无孔亚纲,无孔亚纲爬行动物
n01661818	双,双孔亚纲爬行动物
n01662060	双孔亚纲,子类的类
n01662622	龟,龟爬行动物
n01662784	乌龟
n01663401	海龟,海龟
n01663782	绿海龟,綠蠵龜
n01664065	海龟,蠵龟,红海龟
n01664369	里德利
n01664492	大西洋Ridley,混蛋里德利,乌龟王八蛋,肯氏龟
n01664674	太平洋里德利,榄蠵龟,太平洋丽龟
n01664990	玳瑁,玳瑁,铁钳,玳瑁龟,玳瑁
n01665541	棱皮龟,棱皮龟,革龟,棱皮龟
n01665932	鳄龟
n01666228	鳄龟,鲷鱼,鳄龟
n01666585	大鳄龟,大鳄龟,macroclemys猫
n01667114	泥龟
n01667432	麝香龟,夜壶
n01667778	鳖
n01668091	钻纹龟,钻纹centrata
n01668436	红肚龟,红肚龟,红腹,紅腹偽龜
n01668665	滑块,黄腹龟,黄腹彩龟
n01668892	考特,河考特,甜甜圈龟
n01669191	箱龟,箱龟
n01669372	西部箱龟,锦箱龟
n01669654	锦龟,咸水龟,画乌龟,锦龟
n01670092	乌龟
n01670535	欧洲陆龟,希腊陆龟
n01670802	巨龟
n01671125	地鼠陆龟,地鼠龟,地鼠,polypemus穴
n01671479	爬行动物,沙漠陆龟
n01671705	德克萨斯龟
n01672032	甲鱼,薄饼龟
n01672432	刺鳖,中华鳖黑刺粉虱
n01672611	光滑软壳,鳖的饲养
n01673282	大蜥蜴,喙头蜥
n01674216	蜥蜴
n01674464	蜥蜴
n01674990	壁虎
n01675352	飞守宫,流苏的壁虎,ptychozoon homalocephalum
n01675722	条纹壁虎
n01676755	伯基特,鬣蜥蜴
n01677366	普通鬣蜥,鬣蜥,绿鬣蜥
n01677747	海鬣蜥,海鬣蜥
n01678043	沙漠鬣蜥,沙漠鬣蜥
n01678343	大蜥蜴,黑叩壁蜥属金枪鱼
n01678657	斑马尾蜥蜴,烤架尾蜥蜴,draconoides Callisaurus
n01679005	条纹三趾蜥蜴,乌玛notata
n01679307	无耳巨蜥
n01679626	领蜥蜴
n01679962	豹纹壁虎
n01680264	多刺的蜥蜴
n01680478	围栏蜥蜴
n01680655	西方的围栏蜥蜴,敏捷的,蓝腹,Sceloporus西花蓟马
n01680813	东篱下的蜥蜴,松树的蜥蜴,东方强棱蜥
n01680983	艾的蜥蜴,灌丛刺鬣蜥
n01681328	雄性侧边斑点蜥蜴,沙蜥蜴,歌stansburiana
n01681653	树蜥,Urosaurus ornatus
n01681940	角蜥,角蟾,好色的青蛙
n01682172	德克萨斯角蜥,角蜥属芥
n01682435	蛇怪
n01682714	美国的变色龙,变色龙,安乐蜥
n01683201	蠕虫蜥蜴
n01683558	夜蜥蜴
n01684133	石龙子,石龙子,scincid蜥蜴
n01684578	西部石龙子,skiltonianus石龙子
n01684741	山上的蜥蜴,石龙子属Callicephalus中
n01685439	臼齿蜥属,臼齿蜥
n01685808	鞭尾蜥蜴,鞭尾蜥蜴
n01686044	鞭尾蜥,比赛亚军,六行数据,Cnemidophorus南草蜥
n01686220	高原条纹鞭尾,Cnemidophorus VELOX
n01686403	池华欢看到鞭尾,exsanguis Cnemidophorus
n01686609	西部鞭尾蜥蜴,Cnemidophorus底格里斯
n01686808	格子的鞭尾蜥蜴,tesselatus Cnemidophorus
n01687128	树栖
n01687290	鳄蜥
n01687665	防弹,agamid的蜥蜴
n01687978	阿含经
n01688243	皱褶蜥蜴,国王斗篷蜥属
n01688961	火神
n01689081	山的魔鬼,多刺的蜥蜴,澳洲魔蜥
n01689411	anguid蜥蜴
n01689811	鳄蜥
n01690149	无脚蜥蜴,晰,一种蛇蜥
n01690466	玻璃蜥蜴,玻璃蛇,关节的蛇
n01691217	无腿蜥蜴
n01691652	Lanthanotus borneensis
n01691951	有毒的蜥蜴
n01692333	Gila的怪物,毒蜥
n01692523	毒蜥,墨西哥串珠蜥,珠毒蜥
n01692864	蜥,研究
n01693175	沙蜥蜴,捷蜥蜴
n01693334	绿蜥蜴,蜥蜴贻贝
n01693783	变色龙,避役
n01694178	非洲的变色龙,地中海变色龙
n01694311	有角的变色龙,变色蜥鸟
n01694709	班长,巨蜥,瓦兰
n01694955	非洲的监控,尼罗河巨蜥
n01695060	科莫多龙,科莫多蜥蜴,龙蜥,巨大的蜥蜴,科摩多巨蜥
n01696633	鳄鱼的爬行动物,鳄鱼
n01697178	鳄鱼
n01697457	非洲鳄鱼,尼罗鳄,尼罗鳄
n01697611	亚洲的鳄鱼,灣鱷
n01697749	morlett的鳄鱼
n01697978	假长吻鳄,马来鳄
n01698434	鳄鱼,鳄鱼
n01698640	美国短吻鳄,密西西比鳄鱼皮
n01698782	扬子鳄,扬子鳄
n01699040	凯门鳄,开曼群岛
n01699254	眼镜凯门鳄,凯门鳄sclerops
n01699675	长吻鳄,恒河鳄
n01701551	装甲恐龙
n01701859	剑龙,剑龙,剑龙stenops
n01702256	甲龙,甲龙
n01702479	埃德蒙顿甲龙
n01703011	骨冠龙
n01703161	肿头龙,肿头龙
n01703569	角龙,有角恐龙
n01704103	原角龙
n01704323	三角龙
n01704626	styracosaur,戟龙
n01705010	鹦鹉嘴龙,鹦鹉嘴龙
n01705591	鸟脚类恐龙,鸟脚类恐龙
n01705934	鸭嘴龙,鸭嘴龙,鸭嘴龙
n01707294	糙齿龙属,trachodont
n01708106	蜥臀目,蜥臀目恐龙
n01708998	蜥脚类,蜥脚类恐龙
n01709484	apatosaur,雷龙,雷龙,雷龙,雷蜥蜴,秀丽迷惑龙
n01709876	重龙,重龙
n01710177	梁龙
n01711160	argentinosaur
n01712008	兽脚类恐龙,兽脚类肉食恐龙,鸟脚恐龙
n01712752	角鼻龙,角鼻龙
n01713170	腔骨龙
n01713764	霸王龙,霸王龙,雷克斯霸王龙
n01714231	异龙,异特龙
n01715888	似鸟龙
n01717016	maniraptor
n01717229	记
n01717467	速龙
n01718096	恐爪龙
n01718414	犹他盗龙,superslasher
n01719403	联会,单孔亚纲爬行动物
n01721174	二齿兽
n01721898	盘龙
n01722670	异齿龙
n01722998	翼龙,会飞的爬行动物
n01723579	翼龙
n01724231	鱼龙
n01724840	鱼龙
n01725086	鱼龙,quadrisicissus鱼龙
n01725713	蛇颈龙,蛇颈龙
n01726203	幻龙
n01726692	蛇,蛇,蛇人
n01727646	虎斑颈槽蛇,游
n01728266	环箍蛇
n01728572	雷蛇,虫蛇,carphophis amoenus
n01728920	灵内克的蛇,环颈蛇,环的蛇
n01729322	猪鼻蛇,粉扑加法器,沙蝰
n01729672	叶鼻蛇
n01729977	绿色的蛇,草蛇
n01730185	青蛇,滑鳞绿树蛇
n01730307	粗糙的绿蛇,糙鳞绿树蛇
n01730563	绿色的蛇
n01730812	赛车
n01730960	黑蛇,黑色的赛车,美洲黑蛇
n01731137	蓝色赛车,美洲黑蛇flaviventris
n01731277	马蹄铁鞭蛇,玛雅蛇
n01731545	鞭蛇,鞭蛇,鞭蛇
n01731764	马鞭,马鞭蛇,马鞭蛇
n01731941	加利福尼亚地区的鞭蛇,条纹赛车,加州鞭蛇
n01732093	索诺兰鞭蛇,索诺拉鞭蛇
n01732244	锦蛇
n01732614	玉米蛇,红鼠蛇,锦蛇点滴
n01732789	黑色的蛇,黑蛇,飞行员的皮鞭,山的皮鞭,吃鼠的蛇
n01732989	鸡的蛇
n01733214	印度蛇,滑鼠蛇
n01733466	光滑的蛇,亚利桑那州线虫
n01733757	牛蛇,牛蛇
n01733957	哥夫蛇,松蛇
n01734104	松蛇
n01734418	大王蛇,王蛇
n01734637	普通王蛇,Lampropeltis松鼠
n01734808	奶蛇,家蛇,牛奶加,方格加法器,牛奶蛇
n01735189	乌梢蛇,草蛇
n01735439	常见的蛇,袜带蛇
n01735577	带蛇,Thamnophis sauritus
n01735728	西部带蛇,束带proximus
n01736032	内衬的蛇,线蛇属纹
n01736375	地面蛇,索诺拉巫术市场semiannulata
n01736796	东部地面蛇,potamophis striatula,哈尔迪striatula
n01737021	水蛇
n01737472	常见的水蛇,带状水蛇,Natrix sipedon,北水的蛇
n01737728	水蝮蛇
n01737875	草蛇,环的蛇,游蛇,草蛇
n01738065	恶毒的草蛇,蝰水蛇
n01738306	红腹蛇,occipitamaculata Storeria
n01738601	沙蛇
n01738731	带状沙蛇,chilomeniscus胡椒鲷
n01739094	黑色的双头蛇
n01739381	藤蛇
n01739647	琴蛇
n01739871	索诺兰琴蛇,Trimorphodonλ
n01740131	夜蛇,torquata Hypsiglena
n01740551	瞎眼的蛇,虫蛇
n01740885	西方盲蛇,西部细盲蛇
n01741232	靛蓝蛇,哥夫蛇,森王蛇
n01741442	东部靛蓝蛇,森王蛇
n01741562	大蟒蛇
n01741943	宝儿
n01742172	大蟒蛇,缩缩
n01742447	胶蟒,拖头蛇,橡皮蚺
n01742821	玫瑰蟒,三细长齿舐尾蟒
n01743086	巨蟒,水蟒
n01743605	蟒蛇
n01743936	地毯蛇,Python的花,莫雷利亚spilotes花
n01744100	网纹蟒,网纹蟒蛇
n01744270	印度蟒,蟒蛇
n01744401	岩蟒,岩蛇,非洲岩蟒
n01744555	水晶蟒
n01745125	眼镜蛇,眼镜蛇
n01745484	珊瑚蛇,花斑蛇,新世界珊瑚蛇
n01745902	东方珊瑚蛇,东部珊瑚蛇
n01746191	西部珊瑚蛇,西部珊瑚蛇
n01746359	珊瑚蛇,旧大陆珊瑚蛇
n01746952	非洲珊瑚蛇,珊瑚眼镜蛇
n01747285	澳大利亚珊瑚蛇,rhynchoelaps芦苇
n01747589	铜斑蛇,Denisonia荷
n01747885	眼镜蛇
n01748264	印度眼镜蛇,印度眼镜蛇
n01748389	ASP,埃及眼镜蛇,埃及眼镜蛇
n01748686	黑颈眼镜蛇,眼镜蛇,黑颈喷毒眼镜蛇
n01748906	树神,眼镜王蛇,眼镜王蛇,眼镜王蛇
n01749244	唾蛇,唾蛇,唾蛇,唾蛇
n01749582	黑曼巴
n01749742	黑曼巴,Dendroaspis augusticeps
n01749939	曼巴蛇
n01750167	死亡加法器,死亡蝰蛇
n01750437	虎蛇,虎蛇
n01750743	澳大利亚黑蛇,红腹伊澳蛇
n01751036	金环蛇
n01751215	金环蛇,带状加法器,金环蛇
n01751472	大班,太攀蛇
n01751748	海蛇
n01752165	毒蛇
n01752585	加法器,常见的毒蛇,极北蝰
n01752736	ASP,ASP的毒蛇,毒蝰
n01753032	粉扑加法器,鼓腹咝蝰
n01753180	加蓬咝蝰,加蓬咝蝰
n01753488	角蝰,角蝰,沙蝰,有角的ASP,角蝰
n01753959	蝮蛇
n01754370	铜斑蛇,铜头蝮
n01754533	水蝮蛇,毒蛇,棉拖鞋,水蝮蛇
n01754876	响尾蛇,响尾蛇
n01755581	小菜,响尾蛇,响尾蛇
n01755740	响尾蛇,带状的响尾蛇,响尾龙龙
n01755952	藤丛的响尾蛇,藤丛响尾蛇,atricaudatus木纹响尾蛇
n01756089	草原响尾蛇,大草原响尾蛇,西方响尾蛇,草原响尾蛇
n01756291	响尾蛇,角响尾蛇,角响尾蛇
n01756508	西方小菜,西部菱斑响尾蛇,响尾蛇
n01756733	岩石响尾蛇,岩响尾蛇
n01756916	虎斑响尾蛇,虎斑响尾蛇
n01757115	莫哈韦响尾蛇,小盾响尾蛇
n01757343	有斑点的响尾蛇,小斑响尾蛇
n01757677	响尾蛇,侏响尾蛇,大蒜芥属catenatus
n01757901	地响尾蛇,响尾蛇,大蒜芥属粟
n01758141	矛头蛇,Bothrops阿特罗波斯
n01758757	尸体,胴体
n01758895	腐肉
n01767661	节肢动物
n01768244	三叶虫
n01769347	蜘蛛,蛛网膜
n01770081	收割,大蚊,盲蜘蛛
n01770393	蝎子
n01770795	伪蝎,伪蝎
n01771100	本书的蝎子,cancroides chelifer
n01771417	鞭蝎,鞭蝎
n01771766	巨鞭蝎,巨鞭蝎
n01772222	蜘蛛
n01772664	圆网蜘蛛
n01773157	黑金色花园蜘蛛,金蛛AURANTIA
n01773549	谷仓蜘蛛,cavaticus
n01773797	花园里的蜘蛛,diademata评核
n01774097	栉足蛛,球
n01774384	黑寡妇,黑寡妇蜘蛛
n01774750	狼蛛
n01775062	狼蜘蛛,狩猎蜘蛛
n01775370	欧洲的狼蜘蛛,狼蛛,Lycosa狼蛛
n01775730	活板门蛛
n01776192	螨类
n01776313	打上钩
n01776705	硬蜱,硬蜱
n01777304	丹明尼硬蜱,鹿蜱
n01777467	林鼠硬蜱
n01777649	太平洋硬蜱,西部黑脚蜱
n01777909	肩突硬蜱,黑腿蜱
n01778217	羊蜱,羊蜱,硬蜱
n01778487	全沟硬蜱
n01778621	硬蜱齿状
n01778801	硬蜱spinipalpis
n01779148	木蜱,美国犬蜱,草原革栓皮栎
n01779463	软蜱,argasid
n01779629	螨
n01779939	织网的蜘蛛
n01780142	螨
n01780426	恙螨
n01780696	恙螨
n01781071	收获螨,恙螨,跳汰机,沙蚤
n01781570	螨,属螨
n01781698	痒螨,疥螨
n01781875	锈螨
n01782209	红蜘蛛,叶
n01782516	红蜘蛛,红蜘蛛,苹果红蜘蛛
n01783017	多足虫
n01783706	花园的蜈蚣,花园symphilid,symphilid,白松虫
n01784293	缓步动物
n01784675	蜈蚣
n01785667	蚰蜒,蚰蜒
n01786646	千足虫,钱龙,千足虫
n01787006	海蜘蛛,蜘蛛
n01787191	肢口纲,切口纲
n01787835	马蹄蟹,帝王蟹,鲎,xiphosurus例外
n01788291	亚洲的马蹄蟹
n01788579	板足鲎
n01788864	舌形虫,虫
n01789386	鸡的鸟,鸡类
n01789740	家禽,鸡,家禽
n01790171	肉鸡
n01790304	普利茅斯岩
n01790398	康沃尔,科尼什鸡
n01790557	岩石科尼什
n01790711	斗鸡
n01790812	科钦,科钦中国
n01791107	原鸡,加莉娜
n01791314	丛林里的公鸡
n01791388	丛林里的母鸡
n01791463	红原鸡,原鸡
n01791625	鸡,原鸡
n01791954	矮脚鸡
n01792042	小鸡,毕蒂
n01792158	公鸡,公鸡
n01792429	小公鸡
n01792530	阉鸡
n01792640	母鸡,毕蒂
n01792808	碎嘴子
n01792955	孵蛋的母鸡,思考,母鸡,设置母鸡,保姆
n01793085	鸡妈妈
n01793159	层
n01793249	小母鸡
n01793340	童子鸡
n01793435	罗得岛红
n01793565	多米尼克,多米尼克
n01793715	奥平顿
n01794158	火鸡,吐绶鸡
n01794344	火鸡,火鸡,汤姆,雄火鸡
n01794651	火鸡肉粉,agriocharis斑
n01795088	松鸡
n01795545	黑琴鸡
n01795735	欧洲黑松鸡,黑琴鸡,黑琴鸡
n01795900	亚洲黑松鸡,mlokosiewiczi Lyrurus
n01796019	琴鸡,黑公鸡
n01796105	雌黑琴鸡,grayhen,灰色的母鸡,灰色的母鸡,健康鸡
n01796340	雷鸟
n01796519	红松鸡,红松鸡,苏格兰雷鸟,沼泽鸟,红松鸡,lagopus scoticus
n01796729	黑水鸡
n01797020	松鸡,松鸡,木之马,松鸡
n01797307	云杉松鸡,canachites黄花
n01797601	松鸡,圣人的母鸡,艾草榛鸡
n01797886	松鸡,鹧鸪,披肩榛鸡
n01798168	尖尾松鸡,针尾鸭,枝尾,pedioecetes phasianellus
n01798484	草原鸡,草原松鸡,草原鸡
n01798706	大草原鸡,Tympanuchus CUPIDO
n01798839	小草原鸡,Tympanuchus pallidicinctus
n01798979	健康鸡,新英格兰黑琴鸡
n01799302	关
n01799679	凤冠雉
n01800195	管道管理
n01800424	喳喳雉
n01800633	德克萨斯喳喳雉,小灰头ortilis马卡里
n01801088	冢雉,丘鸟,丘鸟,冢雉,灌丛鸟
n01801479	眼斑冢雉,眼斑冢雉,低,眼斑冢雉
n01801672	桉树的母鸡
n01801876	灌丛火鸡,丛冢雉
n01802159	雉,苏拉冢雉
n01802721	雉
n01803078	野鸡
n01803362	环颈雉,雉鸡
n01803641	刚果,刚果孔雀,刚果孔雀
n01803893	乌鳢,阿格斯雉
n01804163	金鸡,红腹锦鸡
n01804478	山齿鹑,北美鹑,鹧鸪
n01804653	山齿鹑,山齿鹑
n01804921	旧世界的鹌鹑
n01805070	迁徙的鹌鹑,鹌鹑,鹌鹑芦苇
n01805321	虹雉,虹雉
n01805801	孔雀,鸟朱诺
n01806061	小孔雀,豌豆
n01806143	孔雀
n01806297	雌孔雀
n01806364	蓝孔雀,蓝孔雀
n01806467	绿孔雀,绿孔雀
n01806567	鹌鹑
n01806847	加利福尼亚鹌鹑,lofortyx californicus
n01807105	红腹角雉
n01807496	鹧鸪
n01807828	匈牙利山鹑,灰色的鹧鸪,灰山鹑,灰山鹑
n01808140	红腿鹧鸪,石鸡Ruffa
n01808291	希腊的鹧鸪,石鸡,石鸡
n01808596	高山鹑,山鹧鸪,oreortyx万年青的估测
n01809106	珍珠鸡,几内亚,吐绶鸡
n01809371	珍珠鸡
n01809752	麝雉,麝雉,麝雉,麝雉
n01810268	鸟类,鹧鸪
n01810700	鸠鸽
n01811243	渡渡鸟,渡渡鸟
n01811909	鸽子
n01812187	鸽,绷脸
n01812337	鸽子
n01812662	野鸽,野鸽,家鸽
